KEY,FR,ENG,COR
CRA_038,"Écoute, j'ai déjà écrit les rapports, alors disons simplement qu'elle l'a fait elle-même, je... j'ai besoin de dormir.","Listen, I already written the reports, so, let's just say she did it herself, I... I need to sleep.",Corentin !
CRA_039,"Bonne nu... oh mon Dieu, je vais vomir... bonne nuit...","Good nig... oh my god, I'm gonna throw up... good night...",Corentin !
CRA_040,"Hum, le garçon semble être en mauvaise forme, qu'est-ce que l'alcool peut faire à un honnête citoyen...","Hum, the boy seems to be in a bad shape, what alcohol can do to an honest citizen...",Corentin !
CRA_041,"Je vais le ramener à la maison maintenant, et assurez-vous qu'il est en sécurité, prenez soin de vous et ne quittez pas la ville pour l'instant.","I'll bring him home now, and be sure he's safe, take care of yourselves, and don't leave town for now.",Corentin !
CRA_042,"Hum, intéressant, Albert Axeman est un bon citoyen, il n'a aucune raison de mentir.","Hum, interesting, Albert Axeman is a good citizen, he has noo reason to lie.",Corentin !
CRA_043,De quel arrangement s'agit-il ? Je... je ne sais pas de quoi tu parles !,What arrangement ? I... I don't know what you're talking about !,Corentin !
CRA_044,C'est de la pure diffamation ! Je vous arrête pour manque de respect envers un officier.,That's pure smearing ! I arrest you for disrespecting an officer.,Corentin !
CRA_045,"Tais-toi, imbécile diffamateur !",Shut up you defamating fool !,Corentin !
CRA_046,"Attends, on a encore des choses à discuter.","Wait, we still have things to discuss.",Corentin !
CRA_047,"Albert, tu as dit ? oooooh, c'est vrai, bon gars celui-là haha.","Al... bert you said ? oooooh, that's right, good guy this one haha.",Corentin !
CRA_048,"Hé, donne-moi un autre verre, mon garçon... Je... J'en ai besoin d'un *rot*","Hey, give me another drink boy... I... I need one *burp*",Corentin !
CRA_049,"Oh mon Dieu, l'alcool est fort ici ce soir... J'ai besoin de prendre un peu l'air *hic*","Oh my god, the booze's strong here tonight... I need to take some air a bit *hips*",Corentin !
CRA_050,"Je dirais que c'est une histoire... euh, assez dérangeante.",I'd say that's a.. ahem pretty disturbing story.,Corentin !
CRA_051,"Attends, Lenny, reviens ici, j'ai besoin de ta déposition.","Wait, Lenny, come back here, I need your deposition.",Corentin !
CRA_052,"Revenez ici vous deux, vous êtes tous les deux en état d'arrestation !","Come back here you two, your both under arrest !",Corentin !
CRA_053,Hum... Mes sens précis de détective me disent que vous venez de vous trahir.,Hum... My accurate detective senses tells me you just betrayed yourself.,Corentin !
CRA_054,"Désolé mon garçon, je ne peux rien faire pour toi, ils étaient témoins.","Sorry boy, I can't do nothing for you, they were witnesses.",Corentin !
CRA_055,Ce sont des accusations assez fortes que vous lancez ici.,That's some pretty strong accusations you make here.,Corentin !
CRA_056,Qu'est-ce qui vous fait douter de la droiture de Beautiful Phil ?,What makes you question the righteousness of Beautiful Phil ?,Corentin !
LEN_001,"Bonjour nouveau barman, je suis là pour vous délivrer de votre chargement !","Hello new barman, I'm here to deliver you from your load !",Corentin !
LEN_002,Devoir parler seul à ce satané enfoiré a dû être une vraie galère.,Having to talk to that damn rat-fucker alone must have been a real pain in the ass,Corentin !
LEN_003,"Bien sûr, le joli garçon n'aime pas se décoiffer.","Of course, pretty boy doesn't like to mess his hair.",Corentin !
LEN_004,Il préfère tuer les gens sans défense dans le dos.,He prefers to kill defenseless people in their back.,Corentin !
LEN_005,"Hé, pourquoi ne me satisferais-tu pas et ne vas-tu pas mourir ailleurs,","Hoy, why don't you satisfy me and go die somewhere else,",Corentin !
LEN_006,"Ce mec est trop grand pour son pantalon, ne l'écoutez pas.","Dude's too big for his britches, don't listen to him.",Corentin !
LEN_007,"Au fait, comment ça va ? Je m'appelle Lenny et ma fourche, c'est Agatha.",How'd'you do by the way ? The name's Lenny and my pitchfork here's Agatha.,Corentin !
LEN_008,"Bien sûr que oui, nous travaillons dans une ferme d'élevage de porc et de maïs à côté de la ville.","You bet I am, we work at the pork'n'corn farm aside from the city.",Corentin !
LEN_009,"Nous sommes amis, même s'il me crie souvent dessus.","We're friends, even if he yells at me often.",Corentin !
LEN_010,C'est juste parce qu'il est stressé et que je dors souvent au travail.,tis just cause he's stressed n' I sleep often at work.,Corentin !
LEN_011,Oui Monsieur.,Yes sir.,Corentin !
LEN_012,"Ce n’est pas que je ne peux pas, mais je n’en vois tout simplement pas l’intérêt.","It's not quite that I cant, but I just don't see the interest of it.",Corentin !
LEN_013,"Ouais, on a tout fait ensemble, je le connais depuis que je mesure 3 pommes.","Yeah, we done all of it together, I know him since I'm 3 apples tall.",Corentin !
LEN_014,"Et depuis ce temps-là, nous détestons Phil également.",And we've hated Phil since that time also.,Corentin !
LEN_015,"Donne-moi une tasse de ton alcool le plus dégueulasse, pour que je puisse assaisonner ma gorge sèche.","Gimme a cup o' your nastiest booze, so I can sprinkle my dry throat meat.",Corentin !
LEN_016,Tout ça à cause de cette histoire. Mais tu l'as bien mérité.,All that because of that story. But you goddamn deserved it.,Corentin !
LEN_017,"Si tu parles encore de ma fourche comme ça, je transformerai ton écorce en fine sciure, je te jure devant Dieu.","If you talk about my pitchfork like that again, I'll turn your bark into thin sawdust, I swear to god.",Corentin !
LEN_018,"Je ne sais pas trop comment prendre ça, mais je vais en rire, je suppose.","Don't know quite how to take that, but I'll laugh on it I guess.",Corentin !
LEN_019,"Comment ça, je suis drôle ?",What do you mean I’m funny ?,Corentin !
LEN_020,Que veux-tu dire par ma façon de parler ?,"What do you mean, the way I talk? What?",Corentin !
LEN_021,"Ok, je parie que tu te moques de moi, mais je pense que je vais passer mon tour.","Okay, bet you're making a fool of myself, but I'll pass I think.",Corentin !
LEN_022,"Hahaha, n'aie pas peur, je ne vais pas te fracasser la tête, mon Agatha est réservée à Phil là-haut.","Hahaha, don't be scared,I'm not gonna pitchfork you, my Agatha is reserved for Phil up there.",Corentin !
LEN_023,"Eh bien, donne-moi déjà à boire alors !",Well give me a drink already then !,Corentin !
LEN_024,"Hehehe, ça commence à chauffer ici, viens ici, toi qui veux être Don Juan.","Hehehe, it's getting tipsy here, come here, you wannabe don juan.",Corentin !
LEN_025,"Détendez-vous, ça ne fait pas mal jusqu'à ce que la pointe pénètre dans votre corps.","Relax, It doesn't hurt until the tip enters your body.",Corentin !
LEN_026,Alors tu pourras crier.,Then you can scream.,Corentin !
LEN_027,"Ohohoh, je me sens bien en ce moment !","Ohohoh, I feel greeeeeeeat right now !",Corentin !
LEN_028,"Dis-moi, espèce de malade, te souviens-tu de la dernière discussion que tu as eue avec ma fourche ?","Tell me, you sick bastard, do you recall the last discussion you had with my pitchfork ?",Corentin !
LEN_029,"Tu paries que je ne peux pas, espèce de salaud, viens ici !","You bet I can't you bastard, come here !",Corentin !
LEN_030,"Merci mon pote, il y a encore de bonnes vieilles personnes dans ce monde après tout.","Thanks bud, there are still good ol' people in this world afterall.",Corentin !
LEN_031,"Tu as de la chance que le nouveau barman soit sympa, fils de pute.",You're lucky the new barman looks nice you son of a bitch.,Corentin !
LEN_032,Hahahahaha ! J'adore quand ça arrive !,Hahahaha ! I love it when this happens !,Corentin !
LEN_033,"Je ne sais pas ce qui m'est passé par la tête, je ne veux pas le faire maintenant, mais j'allais vraiment le faire à ce moment-là.","I don't know what came to my head, I don't want to do it now, But I really was going to just then.",Corentin !
LEN_034,Peut-être que le café m'a calmé.,Maybe the coffee settled me down.,Corentin !
LEN_035,Je ne jouais pas la comédie hahaha,I wasn't acting hahaha,Corentin !
LEN_036,"J'avais vraiment envie de le tuer, mais il s'est enfui et j'étais trop ivre pour courir après.","I really wanted to kill him, but then he ran, and I was to drunk to run after.",Corentin !
LEN_037,"Il faut donner une leçon à ce crétin de haut rang. Tu sais, il est dangereux pour la société.","This high cotton dumbass needs to be teached a lesson. You know, he's dangerous for the society.",Corentin !
LEN_038,"C'est ça, les gars du centre-ville.",That's the inner city guys for you.,Corentin !
LEN_039,"Que des paroles, mais pas de couilles.",All talk and no guts.,Corentin !
LEN_040,Tu paries que je le suis !,You bet I am !,Corentin !
LEN_041,"Et tu n'as pas vu ma Agatha quand elle se fâche, petit enculé.",And you didn't see my Agatha when she gets mad.,Corentin !
LEN_042,"Ouais, ma mère m'aurait crié dessus...","Yeah, my mom would have yelled at me...",Corentin !
LEN_043,"Ma famille ne croit pas à ça. Là d'où je viens, les chiens enragés sont tués.","My kin doesn't believes that. Where I come from, rabid dogs get killed.",Corentin !
LEN_044,Vous ne pouvez pas laisser la meute être blessée.,You can't let the pack be harmed.,Corentin !
LEN_045,C'est un danger.,He's a danger.,Corentin !
LEN_046,"J'ai connu cette fille autrefois, elle était la personne la plus gentille avec qui j'ai jamais couché.","I knew this girl once, she was the sweetest person I've ever mate.",Corentin !
LEN_047,"C'était une personne gentille, je vous le dis, une sur mille.","She was a nice person I tell you, one in a thousand.",Corentin !
LEN_048,"Et lui... Bon Dieu, je vais le tuer ! Ce fils de pute !",And he... Godammit I'm gonna kill him ! That son of a bitch !,Corentin !
LEN_049,C'est une merde.,He's a piece of shit.,Corentin !
LEN_050,Le putain de morceau de merde le plus haut que tu aies jamais vu.,The highest fucking piece of motherfucking doo doo you ever seen.,Corentin !
LEN_051,"Mais je suppose que même lui ne mérite pas de mourir, comme dirait ma mère.","But I guess even him do not deserve to die, so would say my mother.",Corentin !
LEN_052,"Vous pouvez parier qu'il a crié, ce lâche ne peut rien faire d'autre.","You bet he screamed, that coward can't do nothing else.",Corentin !
LEN_053,Je ne te le dirai pas alors.,I won't tell you then.,Corentin !
LEN_054,Je suppose que oui.,I suppose yeah.,Corentin !
LEN_055,"Ouais, ouais, peu importe, fais-le maintenant.","Yeah, yeah, whatever, get it done already.",Corentin !
LEN_056,"Cela pourrait être votre ami Phil, sergent, c'est un monstre avec les femmes.","Could be your pal Phil here, sergent, he's a freak with the women.",Corentin !
LEN_057,"Son nom est Agatha, enculé.","Her name's Agatha, dumbass.",Corentin !
LEN_058,"Je pense que tu es peut-être sur la bonne voie, Serge, c'est difficile de trouver un emploi en ces temps difficiles.","I think you might be onto something serge', it's hard getting a job in these trouble time.",Corentin !
LEN_059,"La dernière fois que j'ai croisé ce crétin, j'étais avec une fille.","Last time I came across that nitwit there, I was with a girl.",Corentin !
LEN_060,Elle était la chose la plus précieuse que j’aie jamais eue.,She was the most precious thing I ever had.,Corentin !
LEN_061,"Je l'ai vraiment aimé de toutes mes tripes, sergent.",I truly loved her with all my guts sergent.,Corentin !
LEN_062,"Mais du jour au lendemain, tout d’un coup, elle est partie.","But overnight, all of a sudden, she left.",Corentin !
LEN_063,"Sans lettres, sans mots, sans rien.","Without no letters, no words, nothing.",Corentin !
LEN_064,"Ce foutu jour où elle est partie, c'était le jour après qu'elle m'ait dit que Phil... *rot*","That damn day she left, happened to be the day after she said to me that Phil...*burp*",Corentin !
LEN_065,Que Phil a essayé de s'en prendre à elle.,That Phil tryed to pick on her.,Corentin !
LEN_066,"Elle a pleuré cette nuit-là, disant qu'il était très insistant.","She cryed that night, saying he was realy insistant.",Corentin !
LEN_067,"Et le lendemain, elle disparut comme une herbe folle emportée par le vent.",And the day after that she disappeared like a tumbleweed in the wind.,Corentin !
LEN_068,Alors j'ai emmené ma bonne vieille Agatha ici et je suis allé directement ici pour décompresser un coup.,"So I took my good ol' Agatha here, and went straight here to change my mind.",Corentin !
LEN_069,"Je ne veux pas parler de ça, il recevra ce qu'il mérite un jour ou l'autre.","I don't want to talk about that, he'll receive what he deserve one day or another.",Corentin !
LEN_070,"Officier, si votre cœur bat encore, écoutez-le et mettez ce chien enragé en prison.","Officer, if your heart still beats, listen to it and put that mad dog in prison.",Corentin !
LEN_071,Sinon je m'en occuperai un jour ou l'autre.,Otherwise I'm gonna take care of it one day or another.,Corentin !
LEN_072,"Tu as bien raison, viens ici, bâtard, je vais te déraciner les tripes !","You goddamn right he did, come here you mongrel, I'm gonna uproot your guts !",Corentin !
LEN_073,"Bon, il ne nous reste plus que nous deux ici.","Well, that leaves the two of us here.",Corentin !
LEN_074,...,...,Corentin !
LEN_075,"Quelle nuit de merde, n'est-ce pas ? haha ​​?",Hell of a crappy night am I right haha?,Corentin !
LEN_076,"Quelle histoire de merde, n'est-ce pas ?",Pretty shitty story isn't it ?,Corentin !
LEN_077,"Peu importe... Prends soin de toi, je vais juste dormir... un peu...","Whatever... Take care, I'm just going to sleep... a little...",Corentin !
LEN_078,"Bonjour ! Je suis là ! Enfin ! Le travail était tellement fatiguant. Comment allez-vous, monsieur l'agent ?",Howdy ! I'm here ! Finnaly ! Work was so freakin' tiring. How are you officer ?,Corentin !
LOG_001,Et cela aurait été un tel gâchis d’un bel homme.,And that would have been such a waste of a beautiful man.,Corentin !
LOG_002,...,...,Corentin !
LOG_003,Dieu a parlé ! Vodka sur glace s'il vous plaît pasteur !,God has talked ! Vodka on the rocks please pastor !,Corentin !
LOG_004,Alleluia !,Alleluia !,Corentin !
LOG_005,"Hé beau gosse, que dirais-tu de me servir un verre de vodka au lieu d'écouter les bavardages de ce vieux chien ?","Hey handsome, how about you serve me a vodka shot insteed of listenning to that old dog's blaberings ?",Corentin !
LOG_006,"De la vodka ""on the rocks"", mon gars.",Vodka on the rocks kiddo.,Corentin !
LOG_007,Sorcière ?! Sale vieux fermier qui parle à une dame comme ça ?,Hag ?! You dirty old farmboy speaking to a lady like that ?,Corentin !
LOG_008,Et c'est l'ex-mari le plus puant que vous ayez jamais vu,And that's the most stinky ex husband you've ever seen,Corentin !
LOG_009,"Oh tais-toi, tu n'es que le barman. Ne sois pas sexiste et donne-moi une vodka avec des glaçons.","Oh shut up you, you're just the barman. don't be sexist and give me a vodka on the rocks.",Corentin !
LOG_010,"Ton expression n'a aucun sens, pauvre ex-mari.",Your expression doesn't make any sense you pitty of a ex husband.,Corentin !
LOG_011,"Bonjour beau nouveau barman, On dirait que le vieil écureuil n'a pas attendu longtemps pour recruter.","Hello handsome new barman, Looks like the old squirrel didn't wait long to recruit.",Corentin !
LOG_012,Comment peux-tu débiter autant de conneries alors que tu ne sais même pas épeler ton nom Albert ?,How can you blabber so much bullshit when you can't even spell your name Albert ?,Corentin !
LOG_013,"Dieu merci, il a fermé sa gueule ! Alors, comment vas-tu, beau gosse ?",Thank god he shutted his mouth ! So how you doing handsome ?,Corentin !
LOG_014,"Je m'appelle Linda Log-lady, grande actrice de son état.","My name is Linda Log-lady, great actress of her state.",Corentin !
LOG_015,"Vous m'avez peut-être vu dans ""La femme du diable est diabolique"", c'est un autre film de merde dans lequel j'ai joué.","You might have seen me in ""the devilest devil's wife is evil"" it's another shitty movie I stared in.",Corentin !
LOG_016,"C'est la jalousie qui parle ici, c'est un bel homme, il est peut-être un peu trop possessif parfois, mais il m'achète des fleurs, lui.","Jealousy talking here, he's a handsome man, he might be a little too possessive at times, but he buys me flowers, him.",Corentin !
LOG_017,Je ne connaissais pas cette histoire. On dirait que tu peux dire des choses intéressantes de temps en temps Albert.,I didn't know this story. Looks like you can say interesting things from time to time Albert.,Corentin !
LOG_018,"Je ne suis plus ta femme et Phil n'est pas mon homme non plus, même s'il le souhaite, certainement.","I'm not your wife anymore and Phil's not my man either, even though he wishes so, certainly.",Corentin !
LOG_019,"Bon, eh bien, tu ne va clairement pas nous racontez pas l’histoire.","Okay, well, You clearly are not telling us the story.",Corentin !
LOG_020,Je pense que je vais sortir et vous laisser tous les deux ensemble.,I think I'm going tohead out and let you two gentlemen together.,Corentin !
LOG_021,"J'ai une répétition dans 15 minutes, à plus tard.","I've got a rehearsal in 15 minute, see you later.",Corentin !
LOG_022,"Bonjour, j'espère que tu seras aussi bon que la précédente, elle va me manquer...","Hello, I hope you will be as good as the previous one, I will miss her...",Corentin !
LOG_023,"En quelque sorte, oui, nous étions les deux seules filles qui traînaient ici, alors nous sommes entrées en contact.","Kind of yeah, we were the two only girls hanging around here, so we bounded in sustain.",Corentin !
LOG_024,Elle était si gentille et elle a fait le meilleur vodka martini que vous ayez jamais bu.,She was so kind and she made the best vodka martini you'd ever drink.,Corentin !
LOG_025,"C'était une vraie passion pour elle, ce truc de bar, elle était heureuse de venir ici écouter nos histoires de désespoir.","It was a real passion for her, this bar thing, she was happy to come here listenning to our desperate stories.",Corentin !
LOG_026,"Eh bien, elle m'a dit que son petit ami lui faisait un peu peur.",Well she told me her boyfriend was scaring her a bit.,Corentin !
LOG_027,"Apparemment, il était violent et ivre presque tout le temps.",Apparently he was violent and drunk almost all the time.,Corentin !
LOG_028,"Dire qu'on était ensemble avant, ça me donne envie de vomir.","To say that we used to, it makes me wanna puke",Corentin !
LOG_029,Buvons alors à nos bons choix de vie !,Let's drink to our good life choices then !,Corentin !
LOG_030,"*Ahem*, tais-toi Albert.","*Ahem*, shut up albert",Corentin !
LOG_031,"Histoire tragique, elle s'est tirée une balle il y a quelques jours à la fin de son quart de travail.","Tragic story, she shot herself a few days ago at the end of her shift.",Corentin !
LOG_032,La pauvre fille était si jeune qu'elle avait toute la vie devant elle.,"The poor girl was so young, she had the whole life coming for her.",Corentin !
LOG_033,"Elle s'est tirée une balle devant le bar, je ne sais pas pourquoi...","She shot herself in front of the bar, I don't know why...",Corentin !
LOG_034,Je lui ai donné une arme il y a quelques semaines parce qu’elle pensait avoir besoin de protection.,I gave her a gun a few weeks ago because she thought she needed protection.,Corentin !
LOG_035,"Si seulement j'avais pensé qu'elle le retournerait contre elle-même, je ne lui aurais pas donné...","If only I thought she would turn it against herself, I wouldn't have gave her...",Corentin !
LOG_036,"Tu as là une langue douce, mais ne flirte pas avec moi, je suis ici pour boire.","Smooth tongue you have here, but don't flirt with me, I'm here to drink.",Corentin !
LOG_037,"C'était une femme forte, mais elle ne pouvait pas tout endurer,","She was a strong woman, but not this strong,",Corentin !
LOG_038,Désirée par tous les salauds qui traînent dans ces rues.,Craved by all the dirtbags hanging around those streets.,Corentin !
LOG_039,Sa beauté devait être pour elle une véritable malédiction.,Her beauty must have been a real malediction for her.,Corentin !
LOG_040,"Alors, dis-moi, qu'est-ce qui t'amène ici ?","So, tell me, what brings you here ?",Corentin !
LOG_041,"Ne le regarde pas, c'est vraiment nul.","Don't, it's really crappy.",Corentin !
LOG_042,"C'est toujours la même histoire, vous savez... Une femme entre dans un bar pour garçons...",Same old story you know... A woman walks into a boy's bar...,Corentin !
LOG_043,"La plupart du temps, ça ne finit pas bien dans ce monde de merde...",Doesn't end up good most of the time in this shitty world...,Corentin !
LOG_044,"Eh bien, c'est soit ça, soit elle l'a fait elle-même","Well, it's either that or she did it herself",Corentin !
LOG_045,"Les gars de ce bar sont de vrais salauds, une jeune femme comme elle a dû faire face à des souffrances quotidiennes ici","Guys in this bar are real scumbags, a young lady like her must have faced daily pain around here",Corentin !
LOG_046,"Mon ex-mari de merde ici, par exemple, essayait toujours avec elle",My shitty ex husband here for exemple was always trying with her,Corentin !
LOG_047,Je me souviens qu'elle a même dit qu'il l'avait suivie une nuit alors qu'il était ivre.,I recall she even said he followed her one night when he was drunk,Corentin !
LOG_048,Espèce de merde dégoûtante...,You disgusting piece of shit...,Corentin !
LOG_049,"Haha, je ne sais pas trop moi-même, mais je peux vous assurer que je ne laisserai plus aucun homme me passer la bague au doigt !","Haha, I don't quite know myself, but I can assure you I won't let any man give me the ring anymore !",Corentin !
LOG_050,"Je ne peux pas imaginer ça, ne vous méprenez pas, il est super effrayant.","I can't picture that, don't get me wrong, he's super creepy.",Corentin !
LOG_051,"Mais de toutes les personnes que j’ai vues dans ce bar, c’était sûrement la plus calme.","But of all the people I saw in this bar, he was surely the most calm one.",Corentin !
LOG_052,"Je ne l'ai jamais vu faire de mal à personne, il a même crié sur Lenny une fois parce qu'il avait marché sur un cafard.","I never saw him harm nobody, he even shouted at lenny once because he stepped on a cockroach.",Corentin !
LOG_053,"Elle a dit qu’elle avait des problèmes de sécurité, qu’elle ne se sentait pas safe.","She said she had some security issues, she felt unsafe.",Corentin !
LOG_054,Elle racontait quelque chose sur le fait que son petit ami était souvent ivre et des choses comme ça.,Telling something about her boyfriend being drunk often and things like that.,Corentin !
LOG_055,"Histoire classique de fille, ça ne m'a pas dérangé tant que ça, si seulement je réalisais que c'était aussi mauvais...","Classic girl story, I didn't mind it that much, if only I realised it was this bad...",Corentin !
LOG_056,J'ai vu comment les garçons de ce bar de racaille s'en prenaient à elle.,I did see how the boys in this scum's bar were preying on her.,Corentin !
LOG_057,Et elle m'a dit que ce n'était pas le bonheur radieux avec son mari,And she did tell me it was not bright happiness with her husband,Corentin !
LOG_058,Mais je n’aurais jamais pu imaginer qu’elle irait aussi loin.,But I couldn't have imagined her going this far.,Corentin !
LOG_059,"Eh bien, elle m'a dit que son petit ami lui faisait un peu peur.",Well she told me her boyfriend was scaring her a bit.,Corentin !
LOG_060,"Apparemment, il était violent et ivre presque tout le temps.",Apparently he was violent and drunk almost all the time.,Corentin !
LOG_061,"Mais c'est une douleur qu'elle n'aura plus à endurer, la pauvre fille...",But that's some pain she will not have to go through anymore the poor girl...,Corentin !
LOG_062,"Bon, je suis un peu trop pompette, je vous laisse là-dessus, buvez pour Tina et pour moi, à plus tard.","Well, I'm a bit too tipsy, I'll leave you guys together on that note, drink for tina and for me, see ya.",Corentin !
LOG_063,"Oui, elle l'était, mais tu n'as pas à pleurer comme ça, chérie, tu ne la connaissais même pas.","Yes she was, but you don't have to cry like that honey, you didn't even know her.",Corentin !
LOG_064,"Bien sûr, nous avons eu suffisamment de soirées à discuter du monde tous les deux.","Of course, we had long enough evenings just the two of us talking about the world",Corentin !
LOG_065,"Ouais, parmi beaucoup d'autres choses qu'il a faites, elle était vraiment très triste, vous savez.","Yeah, among a lot of other things he did, she was in a really deep sorrow you know.",Corentin !
LOG_066,"Ne soyez pas surpris comme ça, c'est un comportement incroyablement courant chez les hommes de nos jours.","Don't be surprised like that, it's an incredibly common behaviour for men nowadays.",Corentin !
LOG_067,C'est peut-être le cas depuis la nuit des temps.,Maybe it is since the beginning of time.,Corentin !
LOG_068,Elle m’a dit qu’il buvait toujours et qu’il lui criait dessus.,She told me he was always drinking and shouting at her.,Corentin !
LOG_069,"Apparemment, c'était à cause de l'enfant qu'ils avaient perdu, il ne s'en est jamais remis.","Apparently it was because of the child they lost, he never recovered from it.",Corentin !
LOG_070,"Je dois y aller, je dîne avec Phil, nous reviendrons plus tard ce soir peut-être.","I've gotta go, I have dinner with Phil, We'll come back later tonight maybe.",Corentin !
LOG_071,"Attends, tu es le petit ami de Kina ??","Hold on, you're Kina's boyfriend ??",Corentin !
LOG_072,"Mais qu'est-ce que tu fais ici, psychopathe ?",What the hell are you doing here you psychopath ?,Corentin !
LOG_073,"Ok je sors de ce bar d'hommes-porcs toxiques, hasta la vista salauds !","Ok I'm out of this bar of toxic pig-men, hasta la vista scumbags !",Corentin !
LOG_074,"Non, ce n'est pas le cas, je pourrais penser à un bon groupe de personnes qui méritaient la mort plus qu'elle.","No it isn't, I could think of a good bunch of people that deserved death more than her.",Corentin !
LOG_075,Mais ce n’est pas comme ça que ça fonctionne dans ce monde.,But that's just not how it works in this world.,Corentin !
LOG_076,Toutes ces discussions m'ont rendu triste.,All this talking got me sad.,Corentin !
LOG_077,"Et puisque tu veux clairement me garder sobre pour une raison que j'ignore, je vais rentrer chez moi.","And since you clearly want to keep me sober for a reason I don't know, I'm going to head home.",Corentin !
LOG_078,"Je ne sais pas, peut-être qu'il y avait autre chose","I don't know, maybe there was something else",Corentin !
LOG_079,"Attendez, n'allez pas trop loin dans vos conclusions.","Hold on, don't go to far on your conclusions.",Corentin !
LOG_080,"Vous avez peut-être un problème avec lui, mais ce n'est pas un tueur.","You may have a beef with him, But he is not a killer",Corentin !
LOG_081,"Vous en aurez peut-être l'occasion, il vient ici tous les soirs.","You may have the occasion to, he comes here every night.",Corentin !
LOG_082,Oh ! J'avais oublié que j'avais une répétition ce soir ! Je dois y aller ! Au revoir chéri-Barman !,Oh ! I forgot I had a repetition tonight ! I need to go ! Bye honey-Barman !,Corentin !
LOG_083,"Non, elle avait son portefeuille plein d’argent quand ils ont retrouvé son corps.","No, she had her wallet full of money when they found her body.",Corentin !
LOG_084,"Oh pour l'amour de Dieu, va te faire foutre Albert !","Oh for christ's sake, go fuck yourself Albert !",Corentin !
LOG_085,"Ce n’est clairement pas une excuse, mais il semble qu’elle était vraiment amoureuse.","That is clearly not an excuse, but it seems like she was really in love.",Corentin !
LOG_086,"Ooh je suis désolé petit homme, est-ce que je t'ai blessé ?","Oooooh I'm sorry little man, did I hurt your feelings ?",Corentin !
LOG_087,"Vous ne l'avez pas encore rencontré, mais c'est le hillbilly le plus attardé que j'aie jamais vu.","You didn't meet him yet, but he is the most retarded hillbilly I've ever seen.",Corentin !
LOG_088,"Peut-être qu'il ne sait pas ce qu'il dit, peut-être qu'il était ivre ou peut-être même qu'il mentait.","Maybe he doesn't know what he says, maybe he was drunk or maybe even lying.",Corentin !
LOG_089,Oh ! J'avais oublié que j'avais une répétition ce soir ! Je dois y aller ! Au revoir chéri-Barman !,Oh ! I forgot I had a repetition tonight ! I need to go ! Bye honey-Barman !,Corentin !
LOG_090,"Je n'étais pas là cette nuit-là, désolé","I wasn't there that night, Sorry",Corentin !
LOG_091,Va te faire cuire un œuf !,Get lost !,Corentin !
LOG_092,"Je n'étais pas là cette nuit-là, désolé","I wasn't there that night, Sorry",Corentin !
LOG_093,"C'est des conneries, il va certainement aller dans un bordel. Amuse-toi bien Albert !","Bullshit, he's going to a brothel most certainly. Have fun Albert !",Corentin !
LOG_094,"Je n'étais pas là cette nuit-là, désolé","I wasn't there that night, Sorry",Corentin !
LOG_095,"Vous semblez vraiment intéressé par cette affaire, mais ne vous inquiétez pas, la police a déclaré qu'elle s'était suicidée.","You seem to be really interested by this affair, but don't worry, the police stated that she killed herself.",Corentin !
LOG_096,Tu n'as rien à craindre.,You have nothing to fear.,Corentin !
LOG_097,"Tu as besoin de médicaments, espèce de fou.",You need medication you crazy pig.,Corentin !
LOG_098,"Juste un imbécile alcoolique comme tous les autres, mais il a une arme.","Just an alcoholic jerk like all the rest of us, but he has a gun.",Corentin !
LOG_099,"Eh bien, ce n'est sûrement pas toi, tu n'aurais pas pu y penser.","Well it's not you for sure, you couldn't have thought about that.",Corentin !
LOG_100,Et tu aurais pris l'argent.,And you would have taken the money.,Corentin !
LOG_101,"C'est des conneries, il va certainement aller dans un bordel. Amuse-toi bien Albert !","Bullshit, he's going to a brothel most certainly. Have fun Albert !",Corentin !
LOG_102,"Nous sommes tous heureux de le savoir, Albert, vraiment.","We're all happy to know that, Albert, really.",Corentin !
LOG_103,"Attends, tu es le petit ami de Kina ??","Hold on, you're kina's boyfriend ??",Corentin !
LOG_104,"Mais qu'est-ce que tu fais ici, psychopathe ?",What the hell are you doing here you psychopath ?,Corentin !
LOG_105,"Ok je sors de ce bar d'hommes-porcs toxiques, hasta la vista salauds !","Ok I'm out of this bar of toxic pig-men, hasta la vista scumbags !",Corentin !
LOG_106,Avez-vous entendu cela ? Quelqu'un doit arrêter ce putain d'enculé taré une bonne fois pour toutes...,Did you here that ?? someone's gotta stop this crazy pig once and for all...,Corentin !
LOG_107,Ce serait une sacrée première journée de travail pour toi.,That would be one hell of a first day at work for you.,Corentin !
LOG_108,Mais je ne me plaindrais pas si tu le faisais.,But I would not complain if you did,Corentin !
LOG_109,"La police ne fera rien, il mange avec le sergent crackhead tous les jours.","The police won't do nothing, he eats with sergent crackhead every day.",Corentin !
LOG_110,Tout le monde pense qu’il est l’ouvrier parfait.,Everybody thinks he's the perfect working man.,Corentin !
LOG_111,"Eh bien... oui, mais je ne peux pas simplement le tuer, je ne suis pas un tueur.","Well... yes, but I can't just kill him, I'm not a killer.",Corentin !
LOG_112,"Je... Je suis un peu choqué... Je crois que je vais rentrer à la maison, j'ai besoin de réfléchir.","I... I 'm a bit shocked... I think I'm going to head home,I need to think.",Corentin !
LOG_113,Tu as raison...,You're right...,Corentin !
